timestamp,tof0,tof1
1734907677.6806152,255.0,255.0
1734907677.6817987,255.0,255.0
1734907677.6818209,255.0,255.0
1734907677.6838808,255.0,255.0
1734907677.6839125,255.0,255.0
1734907677.6848476,255.0,255.0
1734907677.6851187,255.0,255.0
1734907677.6863656,255.0,255.0
1734907677.6865795,255.0,255.0
1734907677.6880217,255.0,255.0
1734907677.6881187,255.0,255.0
1734907677.6893923,255.0,255.0
1734907677.689411,255.0,255.0
1734907677.690575,255.0,255.0
1734907677.69075,255.0,255.0
1734907677.6920388,255.0,255.0
1734907677.6920698,255.0,255.0
1734907677.6932287,255.0,255.0
1734907677.6935139,255.0,255.0
1734907677.6946454,255.0,255.0
1734907677.6947856,255.0,255.0
1734907677.696383,255.0,255.0
1734907677.6966226,255.0,255.0
1734907677.697904,255.0,255.0
1734907677.6983533,255.0,255.0
1734907677.7004879,255.0,255.0
1734907677.7005491,255.0,255.0
1734907677.7018714,255.0,255.0
1734907677.701894,255.0,255.0
1734907677.703396,255.0,255.0
1734907677.7038922,255.0,255.0
1734907677.7047915,255.0,255.0
1734907677.7048178,255.0,255.0
1734907677.7058706,255.0,255.0
1734907677.7059863,255.0,255.0
1734907677.7073689,255.0,255.0
1734907677.7074063,255.0,255.0
1734907677.7087831,255.0,255.0
1734907677.7091422,255.0,255.0
1734907677.7100525,255.0,255.0
1734907677.7103024,255.0,255.0
1734907677.7114892,255.0,255.0
1734907677.711674,255.0,255.0
1734907677.7135296,255.0,255.0
1734907677.7135649,255.0,255.0
1734907677.7149625,255.0,255.0
1734907677.7149856,255.0,255.0
1734907677.7163682,255.0,255.0
1734907677.7167015,255.0,255.0
1734907677.7179081,255.0,255.0
1734907677.7180445,255.0,255.0
1734907677.720584,255.0,255.0
1734907677.7206252,255.0,255.0
1734907677.7218158,255.0,255.0
1734907677.7220364,255.0,255.0
1734907677.7232459,255.0,255.0
1734907677.723497,255.0,255.0
1734907677.724811,255.0,255.0
1734907677.7248654,255.0,255.0
1734907677.7260864,255.0,255.0
1734907677.72616,255.0,255.0
1734907677.7272763,255.0,255.0
1734907677.727364,255.0,255.0
1734907677.7291098,255.0,255.0
1734907677.729213,255.0,255.0
1734907677.7305505,255.0,255.0
1734907677.7305934,255.0,255.0
1734907677.7322052,255.0,255.0
1734907677.732246,255.0,255.0
1734907677.7338705,255.0,255.0
1734907677.734233,255.0,255.0
1734907677.7351663,255.0,255.0
1734907677.7352471,255.0,255.0
1734907677.7366903,255.0,255.0
1734907677.736718,255.0,255.0
1734907677.7381058,255.0,255.0
1734907677.738473,255.0,255.0
1734907677.7394369,255.0,255.0
1734907677.7395222,255.0,255.0
1734907677.7407324,255.0,255.0
1734907677.7408874,255.0,255.0
1734907677.7420335,255.0,255.0
1734907677.7421,255.0,255.0
1734907677.7435656,255.0,255.0
1734907677.7435863,255.0,255.0
1734907677.7452478,255.0,255.0
1734907677.7453132,255.0,255.0
1734907677.7469065,255.0,255.0
1734907677.7469542,255.0,255.0
1734907677.7485077,255.0,255.0
1734907677.7485347,255.0,255.0
1734907677.749754,255.0,255.0
1734907677.7512589,255.0,255.0
1734907677.7517638,255.0,255.0
1734907677.7523587,255.0,255.0
1734907677.7530763,255.0,255.0
1734907677.753712,255.0,255.0
1734907677.7544515,255.0,255.0
1734907677.7551625,255.0,255.0
1734907677.7559142,255.0,255.0
1734907677.7562335,255.0,255.0
1734907677.7570086,255.0,255.0
1734907677.7570744,255.0,255.0
1734907677.758439,255.0,255.0
1734907677.7585106,255.0,255.0
1734907677.7596207,255.0,255.0
1734907677.7598608,255.0,255.0
1734907677.7609363,255.0,255.0
1734907677.7614558,255.0,255.0
1734907677.7631242,255.0,255.0
1734907677.76315,255.0,255.0
1734907677.7648647,255.0,255.0
1734907677.764894,255.0,255.0
1734907677.7663474,255.0,255.0
1734907677.766834,255.0,255.0
1734907677.767682,255.0,255.0
1734907677.7681324,255.0,255.0
1734907677.7690983,255.0,255.0
